Company,Name,CV,Nationality,Year of Birth,Gender,PhD,Post-Doc,Committees,Chairperson of Committee,Employee Delegat,Member Since,Sustainability experience,Notes
Deutsche Telekom,Ulrich Lehner,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/prof-dr-ulrich-lehner-353670,German,1946,M,Y,Y,"General, Mediation, Nomination, Personnel","General, Mediation, Nomination",N,2008,N,Chairman of supervisory board
Deutsche Telekom,Rolf Bösinger,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/rolf-boesinger-526776,German,1966,M,Y,N,"Audit, General, Mediation, Nomination",,N,2018,Y,Head of corporate social responsibility unit at the Federal Ministry of Labour and Social Affairs
Deutsche Telekom,Günther Bräunig,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/dr-guenther-braeunig-519394,German,1955,M,Y,N,Finance,,N,2018,N,
Deutsche Telekom,Odysseus Chatzidis,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/odysseus-d-chatzidis-511890,"German, Greek",1967,M,N,N,"Personnel, Technology and Innovation",,Y,2018,N,
Deutsche Telekom,Constantin Greve,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/constantin-greve-553240,German,1978,M,N,N,Finance,,Y,2018,N,
Deutsche Telekom,Lars Hinrichs,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/lars-hinrichs-353682,German,1976,M,N,N,Technology and Innovation,,N,2013,N,
Deutsche Telekom,Helga Jung,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/dr-helga-jung-353656,German,1961,F,Y,N,,,N,2016,N,
Deutsche Telekom,Michael Kaschke,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/prof-dr-michael-kaschke-353678,German,1957,M,Y,Y,Audit,,N,2015,N,
Deutsche Telekom,Nicole Koch,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/nicole-koch-353676,German,1972,F,N,N,Finance,,Y,2016,N,
Deutsche Telekom,Dagmar Kollmann,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/dagmar-p-kollmann-353674,Austrian,1964,F,N,N,"Audit, Finance, Nomination",Audit,N,2012,N,
Deutsche Telekom,Petra Steffi Kreusel,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/petra-steffi-kreusel-353672,German,1962,F,N,N,Audit,,N,2013,N,
Deutsche Telekom,Harald Krüger,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/harald-krueger-525448,German,1965,M,N,N,Personnel,,N,2018,N,
Deutsche Telekom,Kerstin Marx,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/kerstin-marx-600032,German,1966,M,N,N,"Audit, General, Mediation, Nomination",,Y,2020,N,
Deutsche Telekom,Frank Sauerland,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/frank-sauerland-553206,German,1968,M,N,N,"General, Mediation, Personnel",Personnel,Y,2018,N,
Deutsche Telekom,Lothar Schröder,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/lothar-schroeder-353668,German,1959,M,N,N,Technology and Innovation,Technology and Innovation,N,2006,N,
Deutsche Telekom,Nicole Seelemann-Wandtke,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/nicole-seelemann-wandtke-533756,German,1962,F,N,N,Technology and Innovation,,Y,2018,N,
Deutsche Telekom,Sibylle Spoo,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/sibylle-spoo-353662,German,1961,F,N,N,Audit,,N,2010,N,
Deutsche Telekom,Karl-Heinz Streibich,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/karl-heinz-streibich-353660,German,1952,M,N,N,"Finance, Technology and Innovation",Finance,N,2013,N,
Deutsche Telekom,Margret Suckale,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/margret-suckale-505430,German,1956,F,N,N,"Personnel, Technology and Innovation",,N,2017,Y,https://www.greentalents.de/jury_jury2012_margret-suckale.php
Deutsche Telekom,Karin Topel,https://www.telekom.com/en/company/supervisory-board/committees-of-the-supervisory-board/karin-topel-497970,German,1963,F,N,N,Finance,,Y,2017,N,
Allianz,Christine Bosse,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#bosse,Danish,1960,F,N,N,"Nomination, Risk, Sustainability",Sustainability,N,2012,Y,https://thegiin.org/assets/GIIN%20New%20Board%20Member_ChristineBosse_final.pdf
Allianz,Sophie Boissard,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#boissard,French,1970,F,N,N,"Audit, Sustainability",,N,2017,N,
Allianz,Gabriele Burkhardt-Berg,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#burkhardt-berg,German,1960,F,N,N,"Personnel, Sustainability, Technology",,Y,2012,N,
Allianz,Michael Diekmann,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#diekmann,German,1954,M,N,N,"Audit, Nomination, Personnel, Risk, Standing, Sustainability, Technology","Nomination, Personnel, Risk, Standing",N,2017,N,Chairman of supervisory board
Allianz,Frank Kirsch,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#kirsch,German,1967,M,N,N,"Risk, Sustainability",,Y,2018,N,
Allianz,Jim Hagemann Snabe,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#snabe,Danish,1965,M,N,N,"Nomination, Standing, Technology",Technology,N,2014,N,
Allianz,Friedrich Eichiner,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#eichiner,German,1955,M,Y,N,"Audit, Risk, Technology",Audit,N,2016,N,
Allianz,Herbert Hainer,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#hainer,German,1954,M,N,N,"Personnel, Standing",,N,2017,N,
Allianz,Jean-Claude Le Goaër,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#goaer,French,1965,M,N,N,"Audit, Standing",,Y,2018,N,
Allianz,Martina Grundler,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#grundler,German,1962,F,N,N,Audit,,Y,2016,N,
Allianz,Godfrey Robert Hayward,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#hayward,British,1960,M,N,N,Risk,,Y,2017,N,
Allianz,Jürgen Lawrenz,https://www.allianz.com/en/about-us/corporate-management/supervisory-board/members.html#lawrenz,German,1963,M,N,N,"Standing, Technology",,Y,2015,N,Chairman of works council
Airbus,Amparo Moraleda,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Amparo-Moraleda-Biography.pdf,Spanish,1964,F,N,N,"Ethics Compliance and Sustainability, Remuneration Nomination and Governance",Remuneration Nomination and Governance,N,,N,
Airbus,Carlos Tavares,https://www.airbus.com/sites/g/files/jlcbta136/files/2021-06/Carlos-TAVARES-Biography.pdf,Portuguese,1958,M,N,N,,,N,2016,N,
Airbus,Catherine Guillouard,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Catherine-GUILLOUARD-Biography.pdf,French,1965,F,Y,N,"Audit, Ethics Compliance and Sustainability",Audit,N,,N,
Airbus,Claudia Nemat,https://www.airbus.com/en/who-we-are/our-governance/claudia-nemat,German,1968,F,N,N,Remuneration Nomination and Governance,,N,,N,
Airbus,Guillaume Faury,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Guillaume-FAURY-Biography.pdf,French,1968,M,N,N,,,N,2018,N,
Airbus,Jean-Pierre Clamadieu,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Jean-Pierre-CLAMADIEU-Biography.pdf,French,1958,M,N,N,"Ethics Compliance and Sustainability, Remuneration Nomination and Governance",Ethics Compliance and Sustainability,N,,Y,Jean-Pierre Clamadieu was Chairman of the Sustainable Development Commission of MEDEF between 2007 and 2014. (https://www.wbcsd.org/Overview/About-us/Our-team/ExCo/Jean-Pierre-Clamadieu)
Airbus,Mark Dunkerley,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-03/Mark-DUNKERLEY-Biography.pdf,British,1964,M,N,N,Audit,,N,,N,
Airbus,Paul Drayson,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-03/Paul-DRAYSON-Biography.pdf,British,1960,M,Y,N,"Ethics Compliance and Sustainability, Remuneration Nomination and Governance",,N,,N,
Airbus,Ralph Crosby,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Ralph-CROSBY-Biography.pdf,American,1947,M,N,N,Ethics Compliance and Sustainability,,N,,N,
Airbus,René Obermann,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Rene-OBERMANN-Biography.pdf,German,1963,M,N,N,,,N,2020,N,Chairman of the board of management
Airbus,Stephan Gemkow,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Stephan-GEMKOW-Biography.pdf,German,1959,M,N,N,Audit,,N,,N,
Airbus,Victor Chu,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-02/Victor-CHU-Biography.pdf,"British, Chinese, Hong Kong",,M,N,N,Audit,,N,,Y,"Served on Global Ocean Commission and WWF
Member of the Board of Sustainable Development Capital"
Volkswagen,Bernd Althusmann,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1966,M,Y,N,Special,,N,2017,N,
Volkswagen,Bertina Murkovic,https://www.volkswagenag.com/en/group/executive-bodies.html#,Belgian,1957,F,N,N,"Executive, Special",,Y,2017,N,
Volkswagen,Conny Schönhardt,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1978,F,N,N,,,N,2019,N,
Volkswagen,Daniela Cavallo,https://www.volkswagenag.com/en/group/executive-bodies.html#,"German, Italian",1975,F,N,N,"Executive, Mediation, Special",,Y,2021,N,Chairwoman of works council
Volkswagen,Ferdinand Oliver Porsche,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1961,M,Y,N,"Audit, Special",Audit,N,2009,N,
Volkswagen,Hans Dieter Pötsch,https://www.volkswagenag.com/en/group/executive-bodies.html#,Austrian,1951,M,N,N,"Executive, Mediation, Nomination","Executive, Mediation, Nomination",N,2015,N,Chairman of supervisory board
Volkswagen,Hans Michel Piëch,https://www.volkswagenag.com/en/group/executive-bodies.html#,Austrian,1942,M,Y,N,"Audit, Executive, Nomination",,N,2009,N,
Volkswagen,Hans-Peter Fischer,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1959,M,Y,N,,,N,2013,N,
Volkswagen,Hessa Sultan Al Jaber,https://www.volkswagenag.com/en/group/executive-bodies.html#,Qatari,1959,F,Y,N,,,N,2016,Y,Member of United Nations ITU Broadband Commission for Sustainable development
Volkswagen,Hussain Ali Al Abdulla,https://www.volkswagenag.com/en/group/executive-bodies.html#,Qatari,1957,M,Y,N,,,N,2010,N,
Volkswagen,Jens Rothe,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1970,M,N,N,,,Y,,N,
Volkswagen,Jörg Hofmann,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1955,M,N,N,"Executive, Mediation",,N,2015,N,
Volkswagen,Louise Kiesling,https://www.volkswagenag.com/en/group/executive-bodies.html#,Austrian,1957,F,Y,N,,,N,2015,N,
Volkswagen,Marianne Heiß,https://www.volkswagenag.com/en/group/executive-bodies.html#,Austrian,1972,F,N,N,,,N,2018,N,
Volkswagen,Matías Carnero Sojo,https://www.volkswagenag.com/en/group/executive-bodies.html#,Spanish,1968,M,N,N,,,Y,2021,N,
Volkswagen,Peter Mosch,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1972,M,N,N,"Executive, Special",,Y,2006,N,
Volkswagen,Stephan Weil,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1958,M,N,N,"Audit, Executive, Mediation, Nomination",,N,2013,N,
Volkswagen,Ulrike Jakob,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1960,F,N,N,,,Y,2017,N,
Volkswagen,Werner Weresch,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1961,M,N,N,,,Y,2019,N,
Volkswagen,Wolfgang Porsche,https://www.volkswagenag.com/en/group/executive-bodies.html#,German,1943,M,Y,N,"Audit, Executive, Nomination, Special",Special,N,2008,N,
Siemens,Jim Hagemann Snabe,https://assets.new.siemens.com/siemens/assets/api/uuid:5a08c5de-1235-4cea-b3f5-8da6af2feca5/biography-snabe.pdf,Danish,1965,M,N,N,"Audit, Chairman's, Compensation, Innovation and Finance, Mediation, Nomination","Chairman's, Innovation and Finance, Mediation, Nomination",N,2013,N,Chairman of supervisory board
Siemens,Birgit Steinborn,https://assets.new.siemens.com/siemens/assets/api/uuid:3b752328-c0ae-40d3-ae28-fe8902e38123/biography-steinborn.pdf,German,1960,F,N,N,"Audit, Chairman's, Compensation, Innovation and Finance, Mediation",,Y,2008,N,Chairwoman of works counsil
Siemens,Werner Brandt,https://assets.new.siemens.com/siemens/assets/api/uuid:eef3ee2b-2884-4653-8cb3-573c5b280481/biography-brandt.pdf,German,1954,M,Y,N,"Audit, Chairman's, Mediation, Nomination",Audit,N,2018,N,
Siemens,Tobias Bäumler,https://assets.new.siemens.com/siemens/assets/api/uuid:631b7424-6cca-418c-b3b1-7cfe79dadbb6/biography-baeumler.pdf,German,1979,M,N,N,"Audit, Innovation and Finance",,Y,2020,N,
Siemens,Michael Diekmann,https://assets.new.siemens.com/siemens/assets/api/uuid:b989332c-0a96-4332-87b5-8200fa6c979c/biography-diekmann.pdf,German,1954,M,Y,N,Compensation,Compensation,N,2008,N,
Siemens,Andrea Fehrmann,https://assets.new.siemens.com/siemens/assets/api/uuid:d5a46b6e-de4c-490a-88ac-a801410f1d15/biography-fehrmann.pdf,German,1970,F,Y,N,,,Y,2018,N,
Siemens,Bettina Haller,https://assets.new.siemens.com/siemens/assets/api/uuid:86b9867e-8879-4970-b26d-a763a9bdfe98/biography-haller.pdf,German,1959,F,N,N,Audit,,Y,2007,N,Chairwoman of works counsil
Siemens,Harald Kern,https://assets.new.siemens.com/siemens/assets/api/uuid:4eda8298-4db8-47ab-a1ae-e861fc4ad94b/biography-kern.pdf,German,1960,M,N,N,"Compensation, Innovation and Finance",,Y,2008,N,
Siemens,Jürgen Kerner,https://assets.new.siemens.com/siemens/assets/api/uuid:7d9d6962-82f5-4765-81bb-98118e72784c/biography-kerner.pdf,German,1969,M,N,N,"Audit, Chairman's, Compensation, Innovation and Finance, Mediation",,Y,2012,N,
Siemens,Benoît Potier,https://assets.new.siemens.com/siemens/assets/api/uuid:c0038010-3f71-4032-b1f7-7aff1b70bc7a/biography-potier.pdf,French,1957,M,N,N,Nomination,,N,2018,N,
Siemens,Hagen Reimer,https://assets.new.siemens.com/siemens/assets/api/uuid:cc71c179-1590-481e-90e6-cd20aa7196d2/biography-reimer.pdf,German,1967,M,N,N,,,Y,2019,N,
Siemens,Norbert Reithofer,https://assets.new.siemens.com/siemens/assets/api/uuid:f9f83cbf-f716-488b-bd6a-ba6352648198/biography-reithofer.pdf,German,1956,M,Y,N,Innovation and Finance,,N,2015,N,
Siemens,Kasper Rørsted,https://assets.new.siemens.com/siemens/assets/api/uuid:e697cea4-38b1-44b2-bb50-5c8dd02fc172/biography-rorsted.pdf,Danish,1962,M,N,N,Innovation and Finance,,N,2021,N,
Siemens,Nemat Shafik,https://assets.new.siemens.com/siemens/assets/api/uuid:63a70dc2-8acb-46ca-87e9-6aa57d8d2b2a/biography-shafik.pdf,"American, British",1962,F,Y,N,,,N,2018,N,
Siemens,Nathalie von Siemens,https://assets.new.siemens.com/siemens/assets/api/uuid:c65275c2-df73-4aa5-804b-20142511d98e/biography-von-siemens.pdf,German,1971,F,Y,N,Nomination,,N,2015,N,
Siemens,Michael Sigmund,https://assets.new.siemens.com/siemens/assets/api/uuid:b17efaf3-3c19-4ff8-a36a-3a3834fd7fcc/biography-sigmund.pdf,German,1957,M,N,N,,,Y,2014,N,
Siemens,Dorothea Simon,https://assets.new.siemens.com/siemens/assets/api/uuid:8b5feab8-d0eb-4775-8414-50af4efbc36b/biography-simon.pdf,German,1969,F,N,N,,,Y,2017,N,
Siemens,Grazia Vittadini,https://assets.new.siemens.com/siemens/assets/api/uuid:a6db6904-5a8b-49d5-a875-5dfcb73525d9/biography-vittadini.pdf,"German, Italian",1969,F,N,N,"Audit, Innovation and Finance",,N,2021,N,
Siemens,Matthias Zachert,https://assets.new.siemens.com/siemens/assets/api/uuid:ee67c0f5-828a-4e28-9c8d-410be3678b9a/biography-zachert.pdf,German,1967,M,N,N,"Audit, Compensation",,N,2018,N,
Siemens,Gunnar Zukunft,https://assets.new.siemens.com/siemens/assets/api/uuid:ba1ee4e7-263b-4e13-91fd-9e6a0309b3a0/biography-zukunft.pdf,German,1965,M,N,N,,,Y,2018,N,
SAP,Hasso Plattner,https://www.sap.com/investors/en/governance/supervisory-board/hasso-plattner.html,German,1944,M,Y,Y,"Go-To-Market and Operations, Nomination, Personnel and Governance, Technology and Strategy",Technology and Strategy,N,2003,N,Chairman of supervisory board
SAP,Lars Lamadé,https://www.sap.com/investors/en/governance/supervisory-board/lars-lamade.html,German,1971,M,N,N,"Go-To-Market and Operations, Personnel and Governance, Technology and Strategy",,Y,2002,N,
SAP,Manuela Asche-Holstein,https://www.linkedin.com/in/manuela-asche-holstein-87672511a/,German,1964,F,N,N,"Go-To-Market and Operations, People and Culture",,Y,2021,N,
SAP,Aicha Evans,https://www.sap.com/investors/en/governance/supervisory-board/aicha-evans.html,American,1969,F,N,N,"Nomination, People and Culture, Personnel and Governance, Technology and Strategy",People and Culture,N,2017,N,
SAP,Gesche Joost,https://www.sap.com/investors/en/governance/supervisory-board/gesche-joost.html,German,1974,F,Y,Y,"People and Culture, Technology and Strategy",,N,2015,N,
SAP,Margret Klein-Magar,https://www.sap.com/investors/en/governance/supervisory-board/margret-klein-magar.html,German,1964,F,N,N,"Audit and Compliance, Personnel and Governance, Technology and Strategy",,N,2012,N,
SAP,Monika Kovachka-Dimitrova,https://www.sap.com/investors/en/governance/supervisory-board/monika-kovachka-dimitrova.html,Bulgarian,1975,F,N,N,"People and Culture, Personnel and Governance, Technology and Strategy",,Y,2019,N,
SAP,Peter Lengler,https://www.sap.com/investors/en/governance/supervisory-board/peter-lengler.html,German,1963,M,N,N,"Audit and Compliance, Go-To-Market and Operations, People and Culture",,Y,2021,N,Chairman of works council
SAP,Bernard Liautaud,https://www.sap.com/investors/en/governance/supervisory-board/bernard-liautaud.html,French,1962,M,N,N,"Go-To-Market and Operations, Personnel and Governance, Technology and Strategy",,N,2008,N,
SAP,Qi Lu,https://www.sap.com/investors/en/governance/supervisory-board/qi-lu.html,American,1961,M,Y,N,"Go-To-Market and Operations, People and Culture, Technology and Strategy",,N,2020,N,
SAP,Gerhard Oswald,https://www.sap.com/investors/en/governance/supervisory-board/gerhard-oswald.html,German,1953,M,N,N,"Finance and Investment, Go-To-Market and Operations",Go-To-Market and Operations,N,2019,N,
SAP,Christine Regitz,https://www.sap.com/investors/en/governance/supervisory-board/christine-regitz.html,German,1966,F,N,N,"Finance and Investment, Personnel and Governance, Technology and Strategy",,N,2015,Y,"Vice President and Chief Product Owner ‘Energy Management’ Product Unit Utilities, Energy & Sustainability"
SAP,Friederike Rotsch,https://www.sap.com/investors/en/governance/supervisory-board/friederike-rotsch.html,German,1972,F,Y,N,"Audit and Compliance, Nomination, People and Culture, Personnel and Governance",Personnel and Governance,N,2018,N,
SAP,Heike Steck,https://www.sap.com/investors/en/governance/supervisory-board.html,German,1961,F,N,N,"Finance and Investment, People and Culture, Technology and Strategy",,Y,2019,N,
SAP,Helmut Stengele,https://www.sap.com/investors/en/governance/supervisory-board/helmut-stengele.html,German,1959,M,N,N,,,Y,2021,N,
SAP,Rouven Westphal,https://www.sap.com/investors/en/governance/supervisory-board/rouven-westphal.html,German,1972,M,Y,N,"Audit and Compliance, Finance and Investment, Nomination",Finance and Investment,N,2021,N,
SAP,Gunnar Wiedenfels,https://www.sap.com/investors/en/governance/supervisory-board/gunnar-wiedenfels.html,German,1977,M,Y,N,"Audit and Compliance, Finance and Investment, Nomination","Audit and Compliance, Nomination",N,2019,N,
SAP,James Wright,https://www.linkedin.com/in/james-wright-9a84b214/,British,1962,M,N,N,"Audit and Compliance, Finance and Investment, Go-To-Market and Operations",,Y,2019,N,
Linde,Wolfgang Reitzle,http://www.linde.com.sg/en/images/Lebenslauf%20Professor%20Reitzle_engl_tcm214-264777.pdf,German,1949,M,Y,Y,"Audit, Mediation, Nomination, Standing","Mediation, Nomination, Standing",N,2016,N,Chairman of supervisory board
Linde,Gernot Hahl,http://www.linde.com.sg/en/images/Lebenslauf%20Gernot%20Hahl_engl_1.2018_tcm214-451271.pdf,German,1959,M,N,N,"Audit, Mediation, Standing",,Y,1998,N,
Linde,Franz Fehrenbach,http://www.linde.com.sg/en/images/Lebenslauf%20Fehrenbach_engl_tcm214-93513.pdf,German,1949,M,N,N,"Mediation, Nomination, Standing",,N,2013,N,
Linde,Ann-Kristin Achleitner,http://www.linde.com.sg/en/images/Lebenslauf%20Professor%20Achleitner_engl_tcm214-19931.pdf,German,1966,F,Y,Y,"Audit, Nomination",,N,2011,N,
Linde,Clemens Börsig,http://www.linde.com.sg/en/images/Lebenslauf%20Dr%20B%C3%B6rsig_engl_tcm214-15623.pdf,German,1948,M,Y,Y,Audit,Audit,N,2006,N,
Linde,Anke Couturier,http://www.linde.com.sg/en/images/02%20Lebenslauf%20Anke%20Couturier_engl._6.12.2012_tcm214-84305.pdf,German,1956,F,N,N,,,N,2012,N,
Linde,Thomas Enders,http://www.linde.com.sg/en/images/Lebenslauf_Dr.%20Enders_engl_4.2018_tcm214-411994.pdf,German,1958,M,Y,N,Standing,,N,2017,N,
Linde,Hans-Peter Kaballo,http://www.linde.com.sg/en/images/Lebenslauf%20Hans-Peter%20Kaballo_engl._20.4.2018_tcm214-471722.pdf,German,1964,M,Y,N,,,Y,2018,Y,Head of Water Supply and Waste Water Treatment Department
Linde,Martin Kimmich,http://www.linde.com.sg/en/images/Lebenslauf%20Dr.%20Martin%20Kimmich_2.1.2018_engl_tcm214-451269.pdf,German,1972,M,Y,N,Standing,,N,2013,N,
Linde,Victoria Ossadnik,http://www.linde.com.sg/en/images/Lebenslauf%20Dr.%20Ossadnik%20engl._5.2018_tcm214-233651.pdf,German,1968,F,Y,N,,,N,2016,N,
Linde,Xaver Schmidt,http://www.linde.com.sg/en/images/Lebenslauf%20Xaver%20Schmidt_engl._1.2018_tcm214-451272.pdf,German,1962,M,N,N,,,N,2008,Y,"* Trade Union Secretary, Head of Energy transition/Sustainability department
* Secretary to the Executive Board: Organisation/Labour Market/Environment

Been on the board since 2008"
Linde,Andrea Ries,http://www.linde.com.sg/en/images/Lebenslauf%20Andrea%20Ries_engl_tcm214-451268.pdf,German,1973,F,N,N,,,Y,2018,N,
