Company,Name,CV,Nationality,Year of Birth,Gender,PhD,Post-Doc,Committees,Chairperson of Committee,Employee Delegat,Member Since,Sustainability experience,Notes
HelloFresh,John Rittenhouse,https://ir.hellofreshgroup.com/websites/hellofresh/English/4000/corporate-governance.html,American,1956,M,N,N,"Audit, Executive and Nomination, Remuneration, Sustainability","Executive and Nomination, Remuneration",N,2015,N,Chairman of supervisory board
HelloFresh,Ursula Radeke-Pietsch,https://ir.hellofreshgroup.com/websites/hellofresh/English/4000/corporate-governance.html,German,1958,F,N,N,"Audit, Remuneration",,N,2015,Y,"Since April 2019, Ms. Radeke-Pietsch has been Global Head of Strategic Projects at Siemens AG, Munich. In this role, she develops, structures and manages global M&A projects, and leads and manages both the digitalization process and ESG initiatives for the group's Corporate Finance division"
HelloFresh,Derek Zissman,https://ir.hellofreshgroup.com/websites/hellofresh/English/4000/corporate-governance.html,British,1944,M,N,N,"Audit, Executive and Nomination",Audit,N,2015,N,
HelloFresh,Stefan Smalla,https://ir.hellofreshgroup.com/websites/hellofresh/English/4000/corporate-governance.html,German,1977,M,N,N,"Remuneration, Sustainability",,N,2021,N,
HelloFresh,Susanne Schröter-Crossan,https://ir.hellofreshgroup.com/websites/hellofresh/English/4000/corporate-governance.html,German,1979,F,N,N,"Executive and Nomination, Sustainability",,N,2021,Y,"During her time at Deutsche Bank AG, Ms. Schröter-Crossan was the global contact for ESG issues"
Covestro,Richard Pott,https://www.covestro.com/en/company/management/supervisory-board,German,1953,M,Y,N,"Executive, Human Resources, Nomination","Executive, Human Resources, Nomination",N,2015,N,Chairman of supervisory board
Covestro,Petra Kronen,https://www.covestro.com/en/company/management/supervisory-board,German,1964,F,N,N,"Audit, Executive, Human Resources",,Y,2015,N,
Covestro,Christine Bortenlänger,https://www.covestro.com/en/company/management/supervisory-board,German,1966,F,Y,N,Audit,,N,2015,N,
Covestro,Lise Kingo,https://www.covestro.com/en/company/management/supervisory-board,Danish,1961,F,N,N,Sustainability,Sustainability,N,2021,Y,"Prior to 2002, she held various positions in NovoZymes, Novo Holding, and Novo Nordisk, including in Internal Audit, Compliance, People & Organization, Branding, and Sustainability"
Covestro,Irena Küstner,https://www.covestro.com/en/company/management/supervisory-board,German,1966,F,N,N,Audit,,Y,2015,N,
Covestro,Ulrich Liman,https://www.covestro.com/en/company/management/supervisory-board,German,1959,M,Y,N,"Human Resources, Sustainability",,Y,2018,N,
Covestro,Rolf Nonnenmacher,https://www.covestro.com/en/company/management/supervisory-board,German,1954,M,Y,Y,Audit,Audit,N,2015,N,
Covestro,Petra Reinbold-Knape,https://www.covestro.com/en/company/management/supervisory-board,German,1959,F,N,N,"Audit, Executive",,Y,2020,N,
Covestro,Regine Stachelhaus,https://www.covestro.com/en/company/management/supervisory-board,German,1955,F,N,N,"Executive, Human Resources, Nomination",,N,2015,N,
Covestro,Marc Stothfang,https://www.covestro.com/en/company/management/supervisory-board,German,1966,M,N,N,Sustainability,,Y,2017,N,
Covestro,Patrick Thomas,https://www.covestro.com/en/company/management/supervisory-board,British,1957,M,N,N,"Audit, Nomination, Sustainability",,N,2020,N,
Covestro,Frank Werth,https://www.covestro.com/en/company/management/supervisory-board,German,1970,M,N,N,,,Y,2016,N,
MTU Aero Engines,Klaus Eberhardt,https://www.mtu.de/fileadmin/EN/1_Company/2_Supervisory_Board/CV/CV_Eberhardt_en.pdf,German,1948,M,N,N,"Mediation, Personnel","Mediation, Nomination, Personnel",N,2007,N,Chairman of supervisory board
MTU Aero Engines,Christine Bortenlänger,https://www.mtu.de/fileadmin/EN/1_Company/2_Supervisory_Board/CV/CV_Bortenlaenger_en.pdf,German,1966,F,Y,N,Audit,,N,2018,N,
MTU Aero Engines,Jürgen Geißinger,https://www.mtu.de/fileadmin/EN/1_Company/2_Supervisory_Board/CV/CV_Geissinger_en.pdf,German,1959,M,Y,N,"Mediation, Nomination, Personnel",,N,2005,N,
MTU Aero Engines,Rainer Martens,https://www.mtu.de/fileadmin/EN/1_Company/2_Supervisory_Board/CV/CV_Martens_en.pdf,German,1961,M,Y,N,,,N,2017,N,
MTU Aero Engines,Joachim Rauhut,https://www.mtu.de/fileadmin/EN/1_Company/2_Supervisory_Board/CV/CV_Rauhut_en.pdf,German,1954,M,Y,N,Audit,Audit,N,2009,N,
MTU Aero Engines,Marion Weissenberger-Eibl,https://www.mtu.de/fileadmin/EN/1_Company/2_Supervisory_Board/CV/CV_WeissenbergerEibl_en.pdf,German,1966,F,Y,Y,,,N,2013,Y,"In the context of the German sustainability strategy, Univ.-Prof. Dr Marion A. Weissenberger-Eibl was a member of the steering committee of the Federal Government’s “Science Platform Sustainability 2030” (https://www.uni-heidelberg.de/en/institutions/university-council/marion-a-weissenberger-eibl)"
Brenntag,Doreen Nowotne,https://corporate.brenntag.com/en/about/corporate-governance/supervisory-board/,German,1972,F,N,N,"Nomination, Presidential, Transformation","Nomination, Presidential, Transformation",N,2010,N,Chairwoman of supervisory board
Brenntag,Stefanie Berlinger,https://corporate.brenntag.com/en/about/corporate-governance/supervisory-board/,German,1973,F,N,N,Audit,,N,2015,N,
Brenntag,Wijnand Donkers,https://corporate.brenntag.com/en/about/corporate-governance/supervisory-board/,Dutch,1962,M,N,N,"Nomination, Presidential, Transformation",,N,2017,N,
Brenntag,Ulrich Harnacke,https://corporate.brenntag.com/en/about/corporate-governance/supervisory-board/,German,1957,M,N,N,Audit,Audit,N,2017,N,
Brenntag,Andreas Rittstieg,https://corporate.brenntag.com/en/about/corporate-governance/supervisory-board/,German,1956,M,Y,N,"Nomination, Presidential",,N,2010,N,
Brenntag,Richard Ridinger,https://corporate.brenntag.com/en/about/corporate-governance/supervisory-board/,German,1958,M,N,N,"Audit, Transformation",,N,2020,N,
Delivery Hero,Martin Enderle,https://ir.deliveryhero.com/websites/delivery/English/4010/team.html,German,1965,M,Y,N,"Audit, Nomination, Remuneration, Strategy","Nomination, Remuneration",N,2017,N,Chairman of supervisory board
Delivery Hero,Patrick Kolek,https://ir.deliveryhero.com/websites/delivery/English/4010/team.html,American,1971,M,N,N,"Audit, Nomination, Remuneration, Strategy",Audit,N,2017,N,
Delivery Hero,Jeanette Gorgas,https://ir.deliveryhero.com/websites/delivery/English/4010/team.html,American,1968,F,N,N,"Audit, Nomination, Strategy",Strategy,N,2020,Y,"she was leading strategic planning, mergers & acquisition, knowledge management technology and corporate social responsibility."
Delivery Hero,Gabriella Ardbo,https://ir.deliveryhero.com/websites/delivery/English/4010/team.html,Swedish,1992,F,N,N,Remuneration,,Y,2020,N,
Delivery Hero,Nils Engvall,https://ir.deliveryhero.com/websites/delivery/English/4010/team.html,Swedish,1985,M,N,N,,,Y,2020,N,
Delivery Hero,Dimitrios Tsaousis,https://ir.deliveryhero.com/websites/delivery/English/4010/team.html,Greek,1972,M,N,N,,,Y,2021,N,
HeidelbergCement,Fritz-Jürgen Heckmann,https://www.heidelbergcement.com/en/supervisory-board,German,1956,M,N,N,"Audit, Mediation, Personnel",,N,2003,N,Chairman of supervisory board
HeidelbergCement,Heinz Schmitt,https://www.heidelbergcement.com/en/supervisory-board,German,1965,M,N,N,"Audit, Mediation, Personnel",,Y,2004,N,
HeidelbergCement,Barbara Breuninger,https://www.heidelbergcement.com/en/supervisory-board,German,1968,F,N,N,Audit,,Y,2018,N,
HeidelbergCement,Birgit Jochens,https://www.heidelbergcement.com/en/supervisory-board,German,1960,F,N,N,Personnel,,Y,2019,N,
HeidelbergCement,Ludwig Merckle,https://www.heidelbergcement.com/en/supervisory-board,German,1965,M,N,N,"Audit, Nomination, Personnel","Nomination, Personnel",N,1999,N,
HeidelbergCement,Tobias Merckle,https://www.heidelbergcement.com/en/supervisory-board,German,1970,M,N,N,,,N,2006,N,
HeidelbergCement,Luka Mucic,https://www.heidelbergcement.com/en/supervisory-board,German,1971,M,N,N,"Audit, Personnel",Audit,N,2019,N,
HeidelbergCement,Ines Ploss,https://www.heidelbergcement.com/en/supervisory-board,German,1975,F,Y,Y,"Mediation, Personnel",,Y,2019,N,
HeidelbergCement,Peter Riedel,https://www.heidelbergcement.com/en/supervisory-board,German,1968,M,N,N,Audit,,Y,2019,N,
HeidelbergCement,Werner Schraeder,https://www.heidelbergcement.com/en/supervisory-board,German,1964,M,N,N,"Audit, Personnel",,Y,2009,N,
HeidelbergCement,Margret Suckale,https://www.heidelbergcement.com/en/supervisory-board,German,1956,F,N,N,"Audit, Nomination, Personnel",,N,2017,Y,https://www.greentalents.de/jury_jury2012_margret-suckale.php
HeidelbergCement,Marion Weissenberger-Eibl,https://www.heidelbergcement.com/en/supervisory-board,German,1966,F,Y,Y,"Mediation, Nomination",Mediation,N,2012,Y,"In the context of the German sustainability strategy, Univ.-Prof. Dr Marion A. Weissenberger-Eibl was a member of the steering committee of the Federal Government’s “Science Platform Sustainability 2030” (https://www.uni-heidelberg.de/en/institutions/university-council/marion-a-weissenberger-eibl)"
PUMA,JEAN-FRANÇOIS PALUS,https://www.marketscreener.com/business-leaders/Jean-Francois-Edmond-Robert-Palus-6539/biography/,French,1962,M,N,N,"Nomination, Personnel","Nomination, Personnel",N,2007,N,Chairman of supervisory board
PUMA,HÉLOÏSE TEMPLE-BOYER,https://www.marketscreener.com/business-leaders/Heloise-Temple-Boyer-0G8JKY-E/biography/,French,1979,F,N,N,"Audit, Nomination, Sustainability",,N,2019,N,
PUMA,FIONA MAY OLY,https://en.wikipedia.org/wiki/Fiona_May,Italian,1969,F,N,N,"Nomination, Personnel, Sustainability",Sustainability,N,2019,Y,She is the fourth vice-president of the Fair Play and Social Responsibility committee at UEFA
PUMA,THORE OHLSSON,https://www.marketscreener.com/business-leaders/Thore-Ohlsson-05VKNJ-E/biography/,Swedish,1944,M,N,N,Audit,Audit,N,1993,N,
PUMA,BERND ILLIG,https://www.marketscreener.com/business-leaders/Bernd-Illig-0C666C-E/biography/,German,,M,N,N,Audit,,Y,2018,N,
PUMA,MARTIN KÖPPEL,,German,,M,N,N,"Personnel, Sustainability",,Y,,N,
Siemens Energy,Joe Kaeser,https://assets.siemens-energy.com/siemens/assets/api/uuid:9ed7a849-787b-4170-86fe-309232307537/211210-cv-joe-kaeser-en.pdf,German,1957,M,N,N,"Audit, Chairman's, Innovation and Finance, Mediation, Nomination","Chairman's, Innovation and Finance, Mediation, Nomination",N,2020,N,Chairman of the supervisory board
Siemens Energy,Robert Kensbock,https://assets.siemens-energy.com/siemens/assets/api/uuid:0a29704a-09aa-49a4-9ee1-32ae43195909/cv-robert-kensbock-en.pdf,German,1971,M,N,N,"Audit, Chairman's, Innovation and Finance, Mediation, Special",,Y,2020,N,
Siemens Energy,"Hubert
Lienhard",https://assets.siemens-energy.com/siemens/assets/api/uuid:5d97fa3a-1439-427a-8613-b77b7e7fb6ad/cv-hubert-lienhard-tab-en.pdf,German,1951,M,Y,N,"Chairman's, Innovation and Finance, Mediation, Nomination",,N,2020,N,
Siemens Energy,Manfred Bäreis,https://assets.siemens-energy.com/siemens/assets/api/uuid:ae23ce58-18fa-4a14-a044-d28fdab26e4d/cv-manfred-baereis-en.pdf,German,1962,M,N,N,Audit,,Y,2020,N,
Siemens Energy,Christine Bortenlänger,https://assets.siemens-energy.com/siemens/assets/api/uuid:63b5d46b-09e4-4863-9fc1-d4c1337258eb/210330-cv-christine-bortenlaenger-tab-en.pdf,German,1966,F,Y,N,"Audit, Special",,N,2020,N,
Siemens Energy,Andrea Fehrmann,https://assets.siemens-energy.com/siemens/assets/api/uuid:9d7b139a-44ce-41f9-9419-f9328ef81c04/cv-andrea-fehrmann-en.pdf,German,1970,F,Y,N,Audit,,Y,2020,N,
Siemens Energy,Andreas Feldmüller,https://assets.siemens-energy.com/siemens/assets/api/uuid:d8db91d7-73d7-44cb-9e72-a3c7922cfecb/cv-andreas-feldmuller-en.pdf,German,1962,M,Y,N,Special,,Y,2020,N,
Siemens Energy,Nadine Florian,https://assets.siemens-energy.com/siemens/assets/api/uuid:b22125da-f37b-4bbe-bb94-15351485036f/cv-nadine-florian-en.pdf,German,1976,F,N,N,Audit,,Y,2020,N,
Siemens Energy,Sigmar Gabriel,https://assets.siemens-energy.com/siemens/assets/api/uuid:83f4d4b8-b693-4bf3-a372-0521a6addcc2/cv-sigmar-gabriel-en.pdf,German,1959,M,N,N,Special,,N,2020,Y,"Federal Minister, Federal Ministry for the Environment, Nature
Conservation and Reactor Safety, Berlin, Germany"
Siemens Energy,Rüdiger Groß,https://assets.siemens-energy.com/siemens/assets/api/uuid:e10f8ada-f787-441a-8440-2b39d8d62c3e/211220-cv-rudiger-gross-en.pdf,German,1965,M,N,N,Innovation and Finance,,Y,2020,N,
Siemens Energy,Horst Hakelberg,https://assets.siemens-energy.com/siemens/assets/api/uuid:3868bba7-f0db-43b3-a0b0-a8582f99e2d9/cv-horst-hakelberg-en.pdf,German,1967,M,N,N,Special,,Y,2020,N,
Siemens Energy,Jürgen Kerner,https://assets.siemens-energy.com/siemens/assets/api/uuid:998a7a8b-4224-4b03-a696-4e948455e3a3/cv-juergen-kerner-en.pdf,German,1969,M,N,N,"Chairman's, Innovation and Finance, Mediation",,Y,2020,N,
Siemens Energy,Günter Augustat,https://assets.siemens-energy.com/siemens/assets/api/uuid:cb507427-8858-4408-a8b2-1324f60b3426/cv-guenter-augustat-en.pdf,German,1968,M,N,N,Innovation and Finance,,Y,2020,N,
Siemens Energy,Hildegard Müller,https://assets.siemens-energy.com/siemens/assets/api/uuid:515faa7f-a03d-448f-b1d4-9a0164646df7/210330-cv-hildegard-mueller-tab-en.pdf,German,1967,F,N,N,Special,Special,N,2020,N,
Siemens Energy,Laurence Mulliez,https://assets.siemens-energy.com/siemens/assets/api/uuid:8735f78c-b68c-4116-a5d6-b5ad7ddbf7dd/210330-cv-laurence-mulliez-tab-en.pdf,French,1966,F,N,N,Audit,Audit,N,2020,N,
Siemens Energy,Matthias Rebellius,https://assets.siemens-energy.com/siemens/assets/api/uuid:5812842c-25a7-4f5d-b161-c506bed290a4/210330-cv-matthias-rebellius-tab-en.pdf,German,1965,M,N,N,Innovation and Finance,,N,2020,N,
Siemens Energy,Hagen Reimer,https://assets.siemens-energy.com/siemens/assets/api/uuid:d5553386-7bcc-463b-a376-c5727e0ce4ae/cv-hagen-reimer-en.pdf,German,1967,M,N,N,,,Y,2020,N,
Siemens Energy,Ralf Thomas,https://assets.siemens-energy.com/siemens/assets/api/uuid:536e979f-7552-4334-bb21-55402178e522/cv-ralf-p-thomas-tab-en.pdf,German,1961,M,Y,Y,"Audit, Nomination",,N,2020,N,
Siemens Energy,Geisha Williams,https://assets.siemens-energy.com/siemens/assets/api/uuid:9ba35621-db4b-4be4-9ad7-0c8bbd8a15b2/210330-cv-geisha-jimenez-williams-tab-en.pdf,American,1961,F,N,N,"Innovation and Finance, Nomination",,N,2020,Y,"Morgan Stanley Institute for Sustainable Investing, Member of
the Advisory Board, New York, US
https://www.forbes.com/profile/geisha-williams/?sh=397e32582c47
https://www.linkedin.com/in/geisha-williams-143396188/"
Siemens Energy,Randy Zwirn,https://assets.siemens-energy.com/siemens/assets/api/uuid:a63107b6-cc84-4e59-b3d4-bd0e59da75a5/cv-randy-zwirn-en.pdf,American,1954,M,N,N,,,N,2020,N,
Zalando,Cristina Stenbeck,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE-2021_Cirruculum_Vitae_Cristina-Stenbeck.pdf,Swedish,1977,F,N,N,"Nomination, Remuneration",Remuneration,N,2019,N,Chairwoman of supervisory board
Zalando,Kelly Bennett,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE-2021_Cirruculum_Vitae_Kelly-Bennett.pdf,Canadian,1972,M,N,N,"Audit, Nomination, Remuneration, Sustainability","Nomination, Sustainability",N,2019,N,
Zalando,Anders Holch Povlsen,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE-2021_Cirruculum_Vitae_Anders-Holch-Povlsen.pdf,Danish,1972,M,N,N,"Nomination, Remuneration",,N,2013,N,
Zalando,Niklas Östberg,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE-2021_Cirruculum_Vitae_Niklas-O%CC%88stberg.pdf,Swedish,1980,M,N,N,Audit,,N,2021,N,
Zalando,Mariella Röhm-Kottmann,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE_2022_Cirruculum%20Vitae_Mariella%20R%C3%B6hm-Kottmann.pdf,German,1967,F,N,N,Audit,Audit,N,2019,N,
Zalando,Jennifer Hyman,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE-2021_Cirruculum_Vitae_Jennifer-Hyman.pdf,American,1980,F,N,N,Remuneration,,N,2020,N,
Zalando,Matti Ahtiainen,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE_2021_Cirruculum%20Vitae_Matti%20Ahtiainen.pdf,Finnish,1976,M,N,N,Audit,,Y,2020,N,
Zalando,Jade Buddenberg,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE_2021_Cirruculum%20Vitae_Jade%20Buddenberg.pdf,German,1986,F,N,N,Sustainability,,Y,2020,Y,
Zalando,Anika Mangelmann,https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE_2021_Cirruculum%20Vitae_Anika%20Mangelmann.pdf,German,1983,F,N,N,Remuneration,,Y,2020,N,
Symrise,Michael König,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1963,M,N,N,"Mediation, Nomination, Personnel","Mediation, Nomination, Personnel",N,2020,N,Chairman of supervisory board
Symrise,Ursula Buck,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1961,F,N,N,"Audit, Mediation",,N,2016,N,
Symrise,Jeannette Chiarlitti,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1982,F,N,N,Audit,,Y,2016,N,
Symrise,Harald Feist,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1962,M,N,N,"Audit, Mediation, Personnel",,Y,2013,N,
Symrise,Horst-Otto Gerberding,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1952,M,N,N,"Nomination, Personnel",,N,2006,N,
Symrise,Bernd Hirsch,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1970,M,N,N,Audit,Audit,N,2018,N,
Symrise,André Kirchhoff,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1965,M,N,N,Mediation,,Y,2016,N,
Symrise,Jakob Ley,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1967,M,Y,N,Personnel,,Y,2021,N,
Symrise,Andrea Pfeifer,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1957,F,Y,Y,"Nomination, Personnel",,N,2011,N,
Symrise,Andrea Püttcher,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1977,F,N,N,Audit,,Y,2018,N,
Symrise,Peter Vanacker,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,Belgian,1966,M,N,N,,,N,2020,N,
Symrise,Peter Winkelmann,https://www.symrise.com/our-company/management-and-supervisory-board/#supervisory-board,German,1958,M,N,N,Personnel,,Y,2014,N,
Continental,Wolfgang Reitzle,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_reitzle_e.pdf,German,1949,M,Y,Y,"Chairman's, Mediation, Nomination","Chairman's, Mediation, Nomination",N,2009,N,Chairman of supervisory board
Continental,Hasan Allak,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_allak_e.pdf,German,1970,M,N,N,,,Y,2019,N,
Continental,Christiane Benner,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_benner-e.pdf,German,1968,F,N,N,"Chairman's, Mediation",,Y,2018,N,
Continental,Stefan Buchner,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/cv_stefan_e._buchner.pdf,German,1960,M,N,N,,,N,2022,N,
Continental,Gunter Dunkel,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_dunkel_e.pdf,Austrian,1953,M,Y,N,,,N,2009,N,
Continental,Francesco Grioli,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_grioli_e.pdf,Italian,1972,M,N,N,Audit,,Y,2018,N,
Continental,Michael Iglhaut,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_iglhaut_e.pdf,German,1964,M,N,N,Audit,,Y,2006,N,
Continental,Satish Khatu,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_khatu_en.pdf,American,1952,M,N,N,,,N,2019,N,
Continental,Isabel Knauf,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_knauf_en.pdf,German,1972,F,N,N,,,N,2019,N,
Continental,Carmen Löffler,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_loeffler_en.pdf,German,1972,F,N,N,,,Y,2021,N,
Continental,Sabine Neuß,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_neuss_en.pdf,German,1968,F,N,N,,,N,2014,N,
Continental,Rolf Nonnenmacher,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_nonnenmacher_e.pdf,German,1954,M,Y,Y,"Audit, Nomination",Audit,N,2014,N,
Continental,Dirk Nordmann,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_nordmann-e.pdf,German,1960,M,N,N,Audit,,Y,2004,N,
Continental,Lorenz Pfau,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_pfau_e.pdf,German,1961,M,N,N,,,Y,2019,N,
Continental,Klaus Rosenfeld,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2202_lebenslauf_rosenfeld-e.pdf,German,1966,M,N,N,Audit,,N,2009,N,
Continental,Georg Schaeffler,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_schaeffler-e.pdf,German,1964,M,N,N,"Audit, Chairman's, Mediation, Nomination",,N,2009,N,
Continental,Maria-Elisabeth Schaeffler-Thumann,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_schaeffler-thumann-e.pdf,German,1941,F,N,N,Nomination,,N,2009,N,
Continental,Jörg Schönfelder,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_schoenfelder-e.pdf,German,1966,M,N,N,"Chairman's, Mediation",,Y,2004,N,
Continental,Stefan Scholz,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_scholz_en.pdf,German,1965,M,N,N,,,Y,2015,N,
Continental,Elke Volkmann,https://cdn.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/60_20company/20_20corporate_20governance/20_20supervisory_20board/cvs_2022/2201_ll_volkmann-e.pdf,German,1959,F,N,N,,,Y,2014,N,
Fresenius Medical Care,Dieter Schenk,https://www.freseniusmedicalcare.com/fileadmin/data/com/pdf/About_us/Supervisory_Board/Dieter_Schenk_CV_EN.pdf,German,1952,M,Y,N,"Joint, Nomination","Joint, Nomination",N,1996,N,Chairman of supervisory board
Fresenius Medical Care,Rolf Classon,https://www.freseniusmedicalcare.com/fileadmin/data/com/pdf/About_us/Supervisory_Board/Rolf_Classon_CV_EN-.pdf,"American, Swedish",1945,M,N,N,"Audit, Joint, Nomination",Audit,N,2011,N,
Fresenius Medical Care,Gregory Sorensen,https://www.freseniusmedicalcare.com/fileadmin/data/com/pdf/About_us/Supervisory_Board/Gregory_Sorensen_CV_EN.pdf,American,1962,M,Y,N,,,N,2021,N,
Fresenius Medical Care,Dorothea Wenzel,https://www.freseniusmedicalcare.com/fileadmin/data/com/pdf/About_us/Supervisory_Board/Dorothea_Wenzel_CV_EN.pdf,German,1969,M,Y,N,"Audit, Joint, Nomination",,N,2019,Y,"Member of the Staff of the Committee for the Sustainability of the
Financing of the Social Security Systems (Rürup Committee) of the
Federal Ministry of Health, responsible for Health Insurance"
Fresenius Medical Care,Pascale Witz,https://www.freseniusmedicalcare.com/fileadmin/data/com/pdf/About_us/Supervisory_Board/Pascale_Witz_CV_EN.pdf,French,1967,F,N,N,Audit,,N,2016,N,
Fresenius Medical Care,Gregor Zünd,https://www.freseniusmedicalcare.com/fileadmin/data/com/pdf/About_us/Supervisory_Board/Gregor_Zuend_CV_EN.pdf,Swiss,1959,M,Y,Y,,,N,2018,N,
Beiersdorf,Reinhard Pöllath,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1948,M,Y,Y,"Executive, Mediation, Nomination, Personnel","Executive, Mediation, Nomination",N,2002,N,
Beiersdorf,Martin Hansson,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,Swedish,1975,M,N,N,"Audit, Finance, Mediation, Nomination",,N,2018,N,
Beiersdorf,Hong Chow,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1971,F,N,N,"Nomination, Personnel",,N,2017,N,
Beiersdorf,Reiner Hansert,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1961,M,N,N,"Audit, Finance, Personnel",,N,2017,N,
Beiersdorf,Wolfgang Herz,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1950,M,N,N,Executive,,N,2020,N,
Beiersdorf,Jan Koltze,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1963,M,N,N,,,Y,2019,N,
Beiersdorf,Andreas Köhn,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1964,M,N,N,Personnel,,Y,2021,N,
Beiersdorf,Olaf Papier,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1974,M,N,N,"Audit, Finance, Mediation",,Y,2019,N,
Beiersdorf,Frédéric Pflanz,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,"French, German",1968,M,N,N,"Audit, Executive, Finance, Personnel","Finance, Personnel",N,2015,N,
Beiersdorf,Christine Martel,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,French,1970,F,Y,N,"Audit, Finance, Nomination",Audit,N,2012,Y,Scientific assistant at the German-French Institute for environmental research (DFIU)
Beiersdorf,Manuela Rousseau,https://www.beiersdorf.com/about-us/our-profile/supervisory-board,German,1955,F,N,N,"Executive, Mediation",,N,1999,Y,Head of Corporate Social Responsibility Headquarters
